legal_entity_customer_number,banding,credit_risk_rating_description,exist_days,prod_mix_m1,prod_mix_m2,prod_mix_m3,prod_mix_m4,prod_mix_m5,prod_mix_m6,prod_mix_m7,prod_mix_m8,prod_mix_m9,sites_visited_m1,sites_visited_m2,sites_visited_m3,sites_visited_m4,sites_visited_m5,sites_visited_m6,sites_visited_m7,sites_visited_m8,sites_visited_m9,volume_m1,volume_m2,volume_m3,volume_m4,volume_m5,volume_m6,volume_m7,volume_m8,volume_m9,churn_label
148,B,A - Low Risk,5859,1,2,2,1,1,2,3,2,2,1,2,1,1,1,1,1,2,1,29.47,81.54,52.82,24.03,49.76,66.66,54.93,76.04,84.08,0
149,C,A - Low Risk,5844,11,9,8,8,8,8,9,8,9,11,9,9,7,8,12,11,10,11,1673.32,1261.74,1204.37,665.57,953.08,1367.15,1412.77,1151.01,1286.81,0
150,D,B - Medium,5855,7,9,7,6,8,8,7,7,8,14,15,13,14,12,15,13,9,13,1060.29,1354.23,1124.33,870.77,464.18,1458.08,1085.94,293.31,759.21,0
151,C,B - Medium,5857,9,11,10,9,7,6,7,10,10,22,43,30,28,26,28,34,33,38,3353.02,8932.5,3965.05,3104.19,3841.83,3244.69,4782.38,3512.99,5767.56,0
152,B,B - Medium,5847,11,12,12,11,12,12,12,11,11,13,17,14,14,12,15,16,18,14,28360.07,22640.26,26439.9,20085.79,19124.71,20265.01,18291.76,21517.27,12178.36,0
153,B,A - Low Risk,5855,9,8,9,9,8,8,9,8,8,30,34,29,25,29,31,31,28,26,21827.05,26188.71,29263.6,29089.04,17793.91,18603.14,37592.09,21517.98,16395.52,0
154,B,B - Medium,5850,7,7,7,6,6,7,7,7,7,42,39,33,12,21,35,41,36,37,4123.63,4307.6,2860.71,929.69,1536.28,3333.45,4101.57,3320.38,4421.42,0
155,D,C - High Risk,5846,1,1,1,1,3,1,2,1,1,2,2,2,1,2,1,2,2,1,637.66,619.62,1024.81,535.59,490.02,533.46,1207.06,1357.66,1200.81,0
156,B,B - Medium,5847,7,8,9,7,7,8,8,9,7,11,12,12,12,12,14,12,12,10,3283.77,3733.52,3166.88,1978.87,2687.29,4108.63,3838.43,2194.07,3077.12,0
157,C,C - High Risk,5846,7,7,6,6,6,6,7,6,8,20,16,21,8,5,11,8,8,13,4636.45,5333.27,5126.95,2352.45,1848.98,3040.46,2168.52,1965.72,3130.4,0
158,D,C - High Risk,5829,8,9,8,5,4,9,11,10,9,7,15,5,5,5,7,9,7,13,809.89,1311.1,597.96,390.47,437.35,741.31,800.88,578.66,936.31,0
159,C,B - Medium,5836,10,10,10,10,10,9,10,8,11,8,7,8,7,8,7,8,8,12,376.5,259.31,283.95,350.8,974.29,495.48,358.71,368.69,794.05,0
160,C,B - Medium,5830,9,9,9,8,8,10,9,8,11,26,29,26,13,18,23,22,16,21,3614.32,3948.22,3777.04,676.42,1181,2301.57,2780.22,1033.1,2297.28,0
161,D,C - High Risk,5822,5,3,1,3,2,4,3,2,3,6,6,1,5,3,6,5,2,6,1090.95,341.99,128.23,130.03,213.7,495.83,111.16,189.56,230.84,0
162,D,B - Medium,5821,7,4,5,6,6,5,5,5,3,17,13,20,11,19,12,14,19,13,1265.61,867.04,3171.83,1798.96,2855.2,1182.22,1331.21,1951.52,835.83,0
163,B,C - High Risk,5817,12,10,14,8,9,9,11,10,11,13,13,14,8,11,12,14,11,13,5210.04,6765.37,3903.57,1070.11,3030.41,2728.73,4686.54,2409.67,3994.51,0
164,C,B - Medium,5823,6,8,6,5,7,4,4,4,3,6,8,8,6,8,6,6,6,6,1795.77,2092.51,1711.24,516.44,1426.68,664.05,987.62,425.93,1002.48,0
165,B,C - High Risk,5819,6,6,6,6,6,6,7,7,7,4,3,4,2,4,3,4,3,4,440.78,497.72,499.43,63.91,365.12,204.43,376.07,183.44,396.08,0
166,D,C - High Risk,5812,6,7,6,4,4,4,4,4,5,13,17,17,8,13,9,10,9,10,1571.14,1770.34,2258.51,392.98,1051.21,245.62,520.69,343.86,442.09,0
167,C,C - High Risk,5818,6,7,6,5,3,5,5,6,7,18,22,14,8,12,14,20,15,21,2251.03,2380.74,1818.75,1568.19,1523.47,1459.75,1817.66,1487.33,2189.62,0
168,B,B - Medium,5820,10,12,10,8,10,10,11,11,11,9,11,7,3,5,7,8,7,7,1027.91,906.2,547.86,218.1,415.72,593.76,772.6,675.98,697.66,0
169,C,C - High Risk,5812,5,4,7,6,5,4,5,4,5,10,10,9,13,11,10,9,12,13,3045.3,2079.44,3881.3,3229.49,2226.9,3772.03,4067.74,2073.07,4575.22,0
170,C,C - High Risk,5800,7,8,9,7,8,7,7,8,7,11,15,18,9,9,9,11,8,9,8148.45,11745.86,8938.55,4591.49,3000.77,8973.32,8666.89,1959.58,10004.42,0
171,B,B - Medium,5803,11,12,9,10,9,11,11,10,11,17,20,26,18,20,21,24,20,27,10297.68,10121.69,9690.01,8484.26,8769.33,8398.8,10283.07,9062.92,9760.07,0
172,C,B - Medium,5785,11,10,9,7,8,9,10,9,9,21,23,14,4,10,11,15,13,12,2302.19,2407.13,1654.14,848.2,1182.34,1613.22,1734.32,1413.8,1521.49,0
173,D,C - High Risk,5789,6,3,3,3,2,3,3,1,1,5,3,7,3,3,4,6,2,3,66.38,177,442.43,22.13,707.92,211.7,398.36,36.87,272.83,0
174,C,C - High Risk,5784,7,6,6,8,7,7,6,5,4,3,4,3,2,2,3,3,3,2,357.54,591.28,356.95,124.09,161.21,177.77,342.54,393.9,244.24,0
175,C,B - Medium,5785,11,12,11,11,11,12,10,13,12,21,26,19,16,18,18,28,20,26,4953.93,6555.77,6342.98,4335.82,4716.11,3444.85,4852.4,3643.42,5097.08,0
176,D,C - High Risk,5778,8,8,8,8,7,8,8,8,7,38,36,36,26,37,34,42,29,31,2458.69,2368.29,2281.43,1453.24,1735.36,2116.93,2604.31,1760.42,2251.58,0
177,D,C - High Risk,5782,3,2,2,2,1,1,5,4,1,5,5,2,2,4,3,6,6,3,183.78,217.14,122.51,28.37,138.81,109.65,291.1,220.2,223.25,0
178,C,B - Medium,5773,8,8,8,6,5,7,8,7,7,18,19,19,14,17,15,16,17,13,3216.01,2673.08,3278.58,3257.41,3396.66,2604.6,2393.14,2496.34,2379.51,0
179,B,B - Medium,5780,10,10,11,9,8,8,9,10,10,25,25,32,26,30,29,23,24,25,12644.69,13378.25,15275.97,12460.61,15579.75,16550.54,11776.38,11760.43,11254.63,0
180,D,A - Low Risk,5764,5,5,3,3,3,4,4,3,3,4,4,5,4,4,3,3,3,4,68.17,113.61,412.98,409.08,522.64,123.11,65.45,170.41,227.25,1
181,B,B - Medium,5778,13,13,13,14,14,14,12,11,13,48,46,38,35,44,46,52,46,43,23703.86,26795.87,27843.41,21874.61,26338.89,23529.99,30000.97,28979.38,33125.11,0
182,D,C - High Risk,5778,5,4,4,0,1,6,4,4,4,3,2,3,0,1,4,2,2,3,740,618.39,788.19,0,21.65,858.83,748.57,762.4,1324.77,0
183,A,B - Medium,5775,7,8,6,6,7,8,7,8,6,24,19,21,16,16,18,19,15,16,38333.23,58329.77,20625.47,11074.28,12189.92,14000.35,13139.65,10461.84,12196.65,0
184,D,C - High Risk,5769,7,7,5,5,6,5,5,5,8,8,7,6,3,5,5,9,8,10,414.71,478.49,298.58,165.38,371.94,344.26,470.82,473.84,439,0
185,B,B - Medium,5762,11,11,11,7,10,11,11,12,9,34,41,28,12,18,31,28,27,35,5366.86,8183.24,3786.68,683.78,2709.61,5190.53,6137.18,5364.69,6469.94,0
186,C,C - High Risk,5765,7,8,10,7,8,7,7,9,7,18,27,22,23,21,21,21,25,25,4422.8,5179.1,4963.99,4512.28,4699.99,4173.28,4076.63,5040.3,5491.45,0
187,B,B - Medium,5757,8,8,10,10,10,9,10,7,9,50,46,41,37,45,37,47,38,43,19923.3,16717.75,15553.73,12811.15,13498.87,14909.91,16664.45,18296.54,15881.33,0
188,A,A - Low Risk,5757,7,9,7,6,9,6,8,8,7,1,1,1,1,1,1,1,1,1,3461.36,3238.83,2327.15,1476.39,2731.03,2786.13,3356.44,2985.7,3153.55,0
189,C,C - High Risk,5772,7,8,7,5,7,8,7,7,8,14,13,17,13,13,19,13,13,15,6830.28,5860.24,5706.18,4616.78,6463.04,5482.13,6838.28,5708.35,6588.39,0
190,D,C - High Risk,5755,5,6,0,5,4,5,6,5,6,7,11,0,7,4,5,7,6,6,166.53,595.8,0,125.61,87.6,113.88,175.2,262.81,157.68,0
191,C,C - High Risk,5765,5,3,4,0,3,5,3,3,3,5,4,4,0,3,4,3,3,5,2450.97,2402.25,1169.18,0,1375.85,1737.77,2395.35,915.07,2423.81,0
192,B,B - Medium,5765,8,8,9,7,7,7,8,8,7,31,31,30,23,29,31,33,27,30,24285.29,25147.31,22252.03,16554.89,20169.48,25797.18,27184.62,26180.9,24994.12,0
193,C,C - High Risk,5765,4,5,6,4,4,3,3,3,3,2,4,6,4,3,2,2,2,2,22.41,191.7,1258.98,902.5,917.92,431.47,58.02,111.98,412.7,0
194,D,C - High Risk,5738,4,4,4,4,3,4,4,4,6,3,3,3,1,2,2,1,3,2,672.06,711.95,639.64,566.21,519.34,584.7,557.97,649.59,801.39,0
195,C,B - Medium,5733,7,6,8,3,4,4,4,5,4,6,9,10,7,7,6,6,7,6,1049.33,2101.39,2769.5,1633.72,1481.45,1175.78,1366.12,1093.98,1086.12,0
196,B,B - Medium,5737,10,9,9,8,7,8,9,7,8,23,13,16,19,11,14,14,14,15,12680.53,6423.09,13089.83,7544.49,6172.26,5902.09,18960.66,22660.36,16153.7,0
197,D,B - Medium,5741,7,8,6,0,6,6,6,5,6,2,2,1,0,2,2,1,1,2,48.51,63.8,61.11,0,69.96,56.56,34.22,133.32,188.09,0
198,C,C - High Risk,5724,12,14,12,12,11,9,11,11,9,17,19,15,11,11,8,14,12,10,432.81,459.72,458.89,360.66,449.25,308.7,274.23,279.24,283.15,0
199,D,C - High Risk,5720,4,6,0,3,2,3,2,1,0,4,4,0,2,4,2,1,1,0,1703.48,757.76,0,22.97,123.84,74.52,14.6,34.74,0,0
200,B,B - Medium,5721,9,8,7,8,7,8,10,8,8,33,44,29,29,30,28,34,19,43,9170.41,14467.49,10631.04,5702.35,9710.54,11606.7,7003.13,6062.42,10996.52,0
201,B,B - Medium,5720,4,3,5,4,4,6,5,5,4,12,10,11,10,9,13,11,14,13,43865.34,45584.87,34601.21,18845,20442.42,19869.38,16484.23,11886.85,6439.64,0
202,D,B - Medium,5725,8,6,6,6,6,5,4,6,6,27,29,13,14,14,8,10,15,15,4810.38,4163.08,1862.26,1550.33,1007.66,198.25,533.28,1548.46,2840.83,0
203,B,B - Medium,5716,10,10,9,8,8,9,7,11,9,18,31,21,15,25,23,19,25,26,40193.79,42408.49,40613.6,34607.8,38469.79,46410.41,32113.07,33609.96,40869.38,0
204,B,B - Medium,5718,10,9,13,11,9,10,10,8,9,2,2,2,1,2,2,2,1,1,381.55,430.88,398.85,222.66,330.68,293.44,273.71,95.04,145.91,0
205,D,B - Medium,5713,8,7,8,8,9,7,7,7,8,13,14,17,12,15,17,15,15,14,1653.7,2623.47,3014.16,1794.72,2314.1,2131.4,2785.39,2256.85,2809.98,0
206,C,C - High Risk,5726,4,5,5,2,4,4,5,3,4,9,9,8,6,7,7,9,7,7,628.83,610.01,668.4,440.58,581.3,623.18,664.43,505.51,553.26,0
207,C,C - High Risk,5712,4,4,4,4,2,3,4,3,3,13,13,9,11,13,10,16,10,13,3846.24,4839.95,3134.94,2654.3,3255.88,3842.78,4413.48,2949.48,3922.83,0
208,B,A - Low Risk,5706,11,11,9,5,6,9,8,9,9,14,13,9,4,5,7,9,8,12,1020.04,945.53,490.94,130.52,242.23,372.25,482.48,395.94,739.39,0
209,C,C - High Risk,5705,8,6,9,7,7,7,8,7,9,3,4,5,4,5,3,4,4,4,714.17,2006.99,1519.39,1534.95,1110.67,1219.73,2025.06,764.28,1018.06,0
210,C,B - Medium,5707,6,6,8,3,4,7,4,9,7,8,7,6,6,7,7,6,5,5,2845.06,2630.17,1975.87,2239.3,2448.49,2607.93,1736.22,2869.25,2722.5,0
211,A,B - Medium,5695,10,10,10,10,10,10,10,10,10,92,88,76,72,82,88,90,82,84,46784.01,43985.45,51467.78,51778.99,54940.92,56937.54,63157,47636.51,56441.15,0
212,D,C - High Risk,5697,11,11,11,8,9,10,11,12,11,38,31,28,18,20,32,46,31,42,2524.35,2081.76,1476.26,767.86,1038.97,1601.99,2743.52,1902.11,2248.95,0
213,C,B - Medium,5692,5,4,4,3,5,4,7,5,4,9,10,11,10,11,11,15,17,12,4775.47,8709.01,7878.4,2092.34,3601.28,3090.26,4806.36,3494.44,4095.63,0
214,D,C - High Risk,5700,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,49.64,133.75,132.89,119.68,122.4,161.59,174.95,95.16,159.12,0
215,B,C - High Risk,5679,2,1,1,2,2,1,1,2,3,6,7,9,5,10,7,8,11,11,9821.76,9886.61,11998.82,9744.15,8564.76,8613.95,10693.78,11326.73,12662.81,0
216,C,C - High Risk,5676,10,7,9,7,11,11,11,10,8,6,4,5,4,5,5,5,6,7,1487.25,1070.09,1484.86,1218.05,1552.42,1940.28,1473.67,1300.36,1852.32,0
217,B,C - High Risk,5672,16,13,14,10,11,9,12,11,12,37,33,33,21,34,28,31,34,38,32557.57,39703.01,41832.77,24746.62,33961.58,29741.54,39156.38,37061.13,38710.94,0
218,B,B - Medium,5662,6,6,6,6,6,7,8,6,8,11,9,13,7,11,14,10,10,10,21134.24,17423.07,12291.51,9781.92,16618.51,15487.3,15344.39,12696.05,16884.69,0
219,C,B - Medium,5660,8,9,11,10,8,7,8,9,10,15,19,15,15,21,12,12,12,16,5502.03,5399.28,4938.5,2070,3505.77,2197.08,742.07,1075.35,1133.21,0
220,D,C - High Risk,5675,9,8,9,2,9,8,3,5,9,6,6,3,1,6,4,1,3,4,1488.94,1124.85,747.38,84.51,465.19,439.07,11.63,507.98,1323.62,0
221,C,C - High Risk,5669,3,5,5,4,6,5,5,4,5,4,4,3,3,3,4,3,4,3,1136.71,1116.4,1337.65,1036.73,1134.66,1121.88,1319,1155.83,1250.38,0
222,D,C - High Risk,5652,5,5,6,2,5,3,4,0,2,4,3,4,3,5,3,5,0,2,890.53,447.67,466.11,194.21,603.98,344.73,252.48,0,608.87,0
223,C,B - Medium,5658,8,9,8,6,7,7,8,9,9,17,17,14,15,17,17,22,18,24,1210.26,1057.69,1159.71,1211.75,1760.34,1842.06,1750.88,2014.7,2002.84,0
224,D,C - High Risk,5653,4,5,6,4,4,4,4,5,7,7,10,10,6,7,4,7,4,7,805.95,1842.06,2038.93,293.17,848.98,297.44,572.12,249.36,291.24,0
225,B,C - High Risk,5643,6,6,6,5,4,6,6,6,3,1,1,1,1,1,1,2,2,1,1109.77,1214.16,1212.84,598.58,1093.08,541.37,354.83,173.65,187,0
226,B,B - Medium,5642,6,6,4,4,4,4,5,5,5,18,17,17,18,17,16,17,15,19,31701.17,43691.73,42413.4,33336.13,33774.15,33311.15,28816.84,25247.69,28036.31,0
227,B,B - Medium,5657,9,10,11,10,10,11,9,10,11,26,25,21,16,22,24,24,20,23,6529.45,6722.57,5835.69,3896.92,5427.34,8087,8132.88,6893.73,6066.06,0
228,D,B - Medium,5656,7,8,7,0,8,7,8,7,6,12,11,7,0,9,7,10,9,7,3181.35,785.81,208.03,0,204.34,28.85,291.06,450.49,90.08,0
229,B,B - Medium,5641,9,7,7,6,7,8,8,7,9,61,67,52,21,22,34,27,30,24,19039.08,19879.57,15808.04,14671.69,16933.99,18950.9,20555.37,19084.22,19678.4,0
230,D,C - High Risk,5642,6,6,6,5,0,0,3,2,5,12,7,4,5,0,0,5,6,8,730.43,448.28,50.73,72.47,0,0,167.41,321.77,550.78,0
231,D,B - Medium,5638,4,4,4,3,4,3,4,3,3,5,6,5,4,6,6,5,5,5,407.12,357.95,262.91,285.48,370.78,352.78,408.98,361.51,335.57,0
232,C,B - Medium,5642,11,8,9,5,5,7,11,8,9,40,41,41,37,37,24,36,36,35,6409.06,7827.41,7417.69,7228.5,7592.98,4220.77,6995.65,5689.08,6989.39,0
233,D,B - Medium,5628,12,11,12,12,14,12,10,11,13,22,15,21,17,20,19,20,18,17,1340.72,926.48,2371.73,2083.72,3519.88,792.89,1184.34,875.14,734.2,0
234,D,B - Medium,5643,4,4,0,4,0,3,5,5,6,3,3,0,2,0,2,2,2,2,343.45,172.97,0,31.95,0,114.55,66.66,315.35,83.81,0
235,B,B - Medium,5640,12,8,9,9,11,10,11,8,9,4,3,3,3,3,3,3,3,4,359.41,176.98,291.55,163.42,183,311.08,407.66,254.4,602.55,0
236,C,D - No Unsecured credit,5626,9,10,9,9,9,10,10,7,10,6,6,3,2,4,5,5,5,6,1801.3,1758.98,1729.17,1561.43,1631.77,1521.49,2352.22,1249.73,2257.78,0
237,D,C - High Risk,5630,4,4,4,3,4,4,4,5,4,9,14,14,3,8,15,17,14,18,470.16,1009.87,705.32,129.69,568.14,1630,1595.3,1016.1,1197.25,0
238,B,B - Medium,5626,13,11,12,12,9,9,12,10,13,19,17,21,16,16,13,18,17,19,1894.55,1023.05,2788.68,1500.96,2430.48,1555.38,1233.78,1556.26,1914.96,0
239,B,B - Medium,5630,10,9,8,7,9,9,10,7,13,22,16,15,10,13,16,14,16,15,7075.65,6102.24,3891.43,2145.52,3131.5,4154.65,4607.65,4593.59,4102.54,0
240,C,B - Medium,5621,6,7,6,6,6,6,8,10,10,5,7,7,5,6,8,7,4,6,478.21,620.63,675.24,418.53,529.73,670.33,546.59,488.62,591.16,0
241,D,C - High Risk,5606,7,5,6,0,0,5,5,6,5,8,7,8,0,0,4,5,4,9,513.01,395.23,455.87,0,0,61.19,145.21,138.19,572.83,0
242,D,C - High Risk,5609,3,3,2,0,3,0,1,1,4,2,1,1,0,1,0,1,1,3,299.39,194.25,50.49,0,174.24,0,67,116.34,398.54,0
243,D,C - High Risk,5602,7,6,6,3,7,7,5,6,8,14,12,6,1,13,10,11,7,11,833.86,802.3,378.58,91.01,817.3,769.24,586.93,491.95,699.15,0
244,B,A - Low Risk,5601,8,7,5,2,4,7,7,6,6,10,8,3,2,1,3,5,6,5,1565.36,1501.98,1180.95,105.42,86.28,227.54,546.47,294.64,487.8,0
245,B,C - High Risk,5605,8,8,7,5,8,7,8,8,8,14,9,8,7,9,9,10,13,12,2849.27,2611.67,1653.66,920.39,1783.76,1971.45,2381.06,2551.87,2482.64,0
246,B,C - High Risk,5610,7,11,10,8,6,7,6,8,9,12,13,14,10,10,14,11,10,11,5079.64,4548.24,5652.38,5324.84,2809.44,7321.55,5460.14,5221.3,8065.5,0
247,D,B - Medium,5602,6,7,5,0,4,4,6,7,7,7,8,9,0,4,5,7,8,11,404.51,667.26,1082.15,0,140.51,284.17,550.13,891.01,1492.66,0
248,C,C - High Risk,5598,8,8,7,9,8,10,7,7,8,4,4,3,3,5,4,4,4,5,206.21,211.79,198.96,181.8,260.96,275.69,247.97,246.19,307,0
249,B,B - Medium,5577,7,7,6,4,6,7,5,6,6,44,52,37,16,26,37,43,47,40,4466.27,4877.48,3363.58,1788.08,3098.32,4362.42,4345.17,4275.93,4472.6,0
250,C,C - High Risk,5581,8,7,7,8,8,7,8,10,8,14,12,10,9,13,8,7,13,13,5072.44,4888.66,3483.94,2317.7,3043.32,3813.97,4219.47,3811.9,4745.42,0
251,D,C - High Risk,5587,4,4,3,5,6,4,4,1,3,12,7,8,5,11,5,5,2,1,1217.56,753.6,828.2,282.45,539.24,355.98,449.27,72.38,56.12,0
252,C,C - High Risk,5584,7,7,5,6,6,5,7,8,5,1,2,2,1,1,1,2,2,2,1577.72,1808.42,992.25,314.46,938.8,1184.81,1242.89,1152.38,1388.41,0
253,D,C - High Risk,5570,8,7,7,4,4,6,6,9,6,4,3,2,1,1,2,3,3,3,358.94,365.67,273.23,187.95,191.05,323.43,323.11,335.14,314.39,0
254,D,C - High Risk,5569,6,7,5,5,7,8,7,5,6,15,16,10,1,14,15,15,13,16,904.61,923.03,617.26,55.07,856.55,990.24,1008.32,781.58,985.78,0
255,C,C - High Risk,5566,7,6,7,6,8,7,5,4,7,10,15,8,14,19,16,10,11,13,1184.7,3375.67,3398.39,2263.06,2787.22,5742.24,2061.66,4177.84,2298.1,0
256,B,C - High Risk,5579,9,6,6,5,8,5,5,3,4,12,11,6,8,8,9,9,7,9,13992.02,12134.51,8963.81,8812.36,11052.58,11389.41,10764.87,9943.41,9854.28,0
257,B,B - Medium,5569,9,9,10,9,9,10,10,9,11,22,22,27,19,19,24,23,20,24,4728.54,6048.89,7999.15,4245.46,5506.13,7255.27,6134.37,5888.06,7468.84,0
258,D,C - High Risk,5567,3,3,4,4,7,7,7,6,7,1,1,1,1,3,3,4,3,3,162.09,146.53,290.98,451.22,520.72,558.99,609.15,668.37,590.72,0
259,A,B - Medium,5565,9,10,9,8,9,10,10,11,9,14,16,14,8,9,9,13,15,12,1705.94,1407.87,1554.38,1913.46,1149.02,1163.87,2394.47,1633.28,2078.74,0
260,D,C - High Risk,5563,6,3,2,3,3,2,4,3,3,4,4,3,3,3,3,2,2,2,199.31,177.49,94.77,88.23,81.58,99.72,94.15,44.24,101.52,0
261,B,C - High Risk,5546,7,7,7,7,7,6,7,7,7,4,4,3,4,6,4,4,3,4,4877.86,3151.57,1736.95,731,3624.69,2597.07,3285.93,1248.76,1903.75,0
262,C,B - Medium,5555,6,6,8,7,6,7,5,6,6,10,13,14,9,14,10,10,8,8,2031.12,2617.31,3134.35,1991.61,1269.15,1795.45,2301.96,74.68,134.23,0
263,C,C - High Risk,5547,4,5,5,5,3,5,4,6,4,1,1,1,1,1,1,1,1,1,275.28,250.77,270.51,251.04,210.96,242,283.81,312.86,250.2,0
264,B,B - Medium,5548,14,13,16,15,14,15,15,12,14,5,6,6,6,5,5,5,5,4,787.48,1097.28,1473.19,1935.36,1889.03,1745.57,1801.17,1361.99,843.02,0
265,A,B - Medium,5547,12,12,11,10,11,10,11,14,14,25,27,19,16,21,29,25,23,23,38473.36,40969.97,39553.65,27525.51,34958.43,37970.34,34911.37,33657.59,34593.95,0
266,B,A - Low Risk,5551,13,15,13,15,14,15,15,13,14,11,9,11,9,10,12,11,7,8,7556.94,7888.6,9120.29,5840.95,8211.61,8600.55,8177.47,6022.29,5416.57,0
267,D,C - High Risk,5551,6,7,5,3,4,3,3,3,5,13,15,11,4,5,5,7,4,9,794.37,521.93,1199.16,256.61,171.05,247.07,96.15,105.91,142.54,0
268,C,C - High Risk,5533,12,14,11,10,10,11,11,11,12,44,54,36,30,33,33,43,38,38,6851.38,6236.04,4730.05,3174.65,3944.57,4708.03,5356.46,4805.66,5126.63,0
269,B,C - High Risk,5539,5,5,6,6,6,6,6,6,6,6,6,7,6,12,10,11,11,13,3869.93,3677.26,8971.79,9700.17,10229.58,12608.25,11133.01,10198.44,14470.27,0
270,D,C - High Risk,5543,6,7,6,4,6,5,7,6,5,14,20,13,9,13,17,20,16,20,1763.44,2166.68,1434.47,712.75,1557.99,1902.42,2228.37,1732.07,2646.52,0
271,C,C - High Risk,5544,4,4,4,4,4,3,4,5,6,19,19,17,9,17,17,21,17,20,1692.68,2136.86,1536.83,1010.03,1882.55,1856.37,2074.01,1789.99,2104.47,0
272,D,B - Medium,5544,2,2,2,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,85.39,69.19,52.69,5.14,78.92,113.79,95.91,80,103.99,0
273,B,C - High Risk,5529,10,10,9,9,10,10,13,14,14,15,17,14,13,16,15,19,21,22,3011.53,3487.31,3698.82,4180.28,4874.12,3434.43,5338.5,4704.18,6396.8,0
274,B,C - High Risk,5523,8,7,9,5,7,8,10,6,12,19,26,18,9,21,27,24,20,25,7894.46,9321.93,5794.93,1464.29,7861.68,10776.51,7682.57,5745.59,7179.57,0
275,C,A - Low Risk,5527,2,3,3,3,3,4,4,3,3,1,1,1,1,1,1,1,1,1,1119.4,1183.81,1011.5,474.45,1093.42,1045.77,1650.52,1292.4,1029.61,1
276,A,A - Low Risk,5526,13,8,11,11,9,11,12,10,9,26,23,19,18,16,19,22,22,21,8166.87,6702.86,7965.62,6853.3,6643.12,6804.54,7766.87,7036.11,7656.4,0
277,D,C - High Risk,5526,6,7,6,4,4,6,6,6,6,8,8,6,4,7,7,9,8,9,193.59,376.03,237.69,173.95,312.57,297.14,287.08,241.35,275.8,0
278,D,C - High Risk,5521,6,7,6,2,6,5,6,7,6,10,5,7,3,6,4,6,7,5,603.72,299.33,349.84,117.3,223.35,352.57,418.94,604.24,357.81,0
279,A,B - Medium,5504,8,9,6,5,9,8,9,11,10,13,18,11,8,8,10,12,12,16,978.29,906.47,477.27,673.14,472.45,710.62,853.1,952.49,1607.13,0
280,D,C - High Risk,5520,4,3,2,0,0,1,2,3,3,2,1,2,0,0,1,1,2,1,106.11,63.75,57.61,0,0,25.19,55.28,79.95,45.13,0
281,D,B - Medium,5499,2,3,4,4,4,4,4,4,3,2,2,2,2,3,3,3,2,2,860.07,964.11,1165.44,980.32,1134.71,874.55,1152.08,1063.65,979.94,0
282,C,B - Medium,5495,2,2,2,2,2,2,2,2,2,7,6,7,6,5,7,6,7,7,2253.75,2465.86,2517.43,2436.18,2644.99,2485.78,2818.24,2650.43,2613.09,0
283,D,C - High Risk,5484,6,5,4,0,0,6,6,4,6,3,2,3,0,0,2,2,2,1,718.85,724.08,762.01,0,0,30.55,38.13,166.54,108.11,0
284,D,C - High Risk,5488,5,4,3,3,4,5,3,4,3,7,6,4,5,5,8,8,6,7,724.19,361.97,222.81,150.36,603.06,306.28,955.13,338.04,378.71,0
285,B,B - Medium,5497,7,7,5,5,8,6,8,7,8,22,24,27,22,34,34,34,28,25,9698.61,11384.27,13683.71,7079.58,11413.03,18403.03,17809.55,11751.55,12749.79,0
286,A,C - High Risk,5482,7,8,9,6,8,7,7,8,10,12,16,9,7,12,9,9,12,13,989.05,1362.11,706.47,520.5,911.52,535.52,674.09,981.69,906.38,0
287,A,B - Medium,5494,3,5,3,0,4,5,4,4,6,6,11,8,0,4,7,5,6,9,325.38,490.91,224.75,0,100.38,267.25,253.65,190.14,372.51,0
288,D,D - No Unsecured credit,5484,7,6,6,0,6,6,6,5,5,9,7,7,0,5,6,6,6,8,848.49,114.46,24.23,0,93.72,153.95,249.65,39.11,247.37,0
289,D,B - Medium,5480,7,6,4,6,6,6,7,7,4,6,5,2,1,3,4,4,4,3,1453.36,1172.93,874.05,443.41,775.79,907.39,946.84,974.28,1013.37,0
290,C,A - Low Risk,5482,10,8,8,7,10,9,8,9,9,11,9,6,4,7,8,8,8,9,495.01,467.54,240.41,127.77,373.33,409.66,405.89,375.28,420.2,0
291,C,B - Medium,5480,8,7,7,5,7,7,8,5,9,43,41,40,31,33,40,39,36,41,5725.78,4749.06,4422.22,4293.16,3906.42,4227.45,5009.55,4095.4,4909.13,0
292,D,C - High Risk,5470,7,5,5,4,5,6,7,6,6,1,1,1,1,1,1,1,1,1,77.34,82.89,56.46,28.77,44.8,94.06,77.97,57.22,77.25,0
293,D,C - High Risk,5480,1,2,1,1,1,1,2,1,2,8,6,5,3,3,3,6,5,6,753.41,473.72,376.39,205.87,304.45,289.8,507.57,532.64,562.54,0
294,D,C - High Risk,5483,5,4,4,4,5,6,6,6,6,16,13,8,2,8,13,12,16,16,1771.34,1651.8,1282.34,671.23,1313.7,1600.37,1568.34,1673.38,1739.96,0
295,D,C - High Risk,5485,4,3,3,2,3,4,4,3,4,9,7,3,2,3,7,9,5,5,474.13,338.37,223.99,106.88,193.29,268.99,392.69,286.35,290.6,0
